TotalCoinSupply,TotalCoinsMined,CoinName,Class
2.4487944e-05,2.4735536642457163e-05,Reality Clash,1
0.0,0.001133732360966037,Oxycoin,0
0.001,0.001010112483573715,TigerCash,0
9.999999999999999e-05,0.00010101121017516,Waves,3
8.63414e-06,9.376971101068528e-06,Particl,0
0.99,1.0,BitTorrent,2
0.001,0.001010112483573715,Nxt,0
0.002,0.002020225004830237,ZEPHYR,0
0.00025,1.5081994322403278e-05,Gapcoin,0
0.00140022261,0.0009901350790514718,Beldex,1
2.1e-05,7.370281500487556e-06,Horizen,1
1e-06,1.2958228174697553e-07,BitcoinPlus,0
